Study_ID,Author,Year,Source,StudyID,Effect_size_ID,Latitude,Longitude,Abs_lat,Region,Region2,Country,Duration_days,Duration,Shared_first_author,Factor,Stressor,Calcifier,BiologicalResponses,TrophicLevel,Trophic_level,DependentVariable,CalculatedUnit,Species,Phyla,Class,Type,LifeStage,share_organism,Nc,Ne,Xc,Xe,Sc,Se,yi,vi,Main_effect,variance,ci,lci,uci,int_direction,int_type
17,Davis A R et al,2013,Fig 1b,"Davis A R et al, 2013",110a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,temp,OW,y,survival,herbivore,herbivore,Percent mortality for embryos ,mortality,Dolabrifera brazieri,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Dolabrifera brazieri,6,6,47.342,81.832,43.02,32.14,0.547270514,0.163334223,0.9296858,0.141215238,0.300691552,0.628994248,1.230377352,NA,NA
17,Davis A R et al,2013,Fig 1b,"Davis A R et al, 2013",111a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,pH+temp,interaction,y,survival,herbivore,herbivore,Percent mortality for embryos ,mortality,Dolabrifera brazieri,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Dolabrifera brazieri,6,6,47.342,69.005,43.02,37.68,1.186292508,1.076737586,1.186292508,1.076737586,0.830300659,0.355991849,2.016593167,neg,ant
17,Davis A R et al,2013,Fig 2a,"Davis A R et al, 2013",112a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,pH,OA,y,development,herbivore,herbivore,Mean developmental stage ,Mean developmental stage ,Bembicium nanum,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Bembicium nanum,8,8,1.95,0.756,1.98,0.916,-0.947543275,0.31238474,-0.196919072,0.037729236,0.134601557,-0.331520629,-0.062317515,NA,NA
17,Davis A R et al,2013,Fig 2a,"Davis A R et al, 2013",113a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,temp,OW,y,development,herbivore,herbivore,Mean developmental stage ,Mean developmental stage ,Bembicium nanum,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Bembicium nanum,8,8,1.95,2.632,1.98,0.531,0.299914641,0.133963507,0.734235215,0.084717293,0.20169592,0.532539295,0.935931135,NA,NA
17,Davis A R et al,2013,Fig 2a,"Davis A R et al, 2013",114a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,pH+temp,interaction,y,development,herbivore,herbivore,Mean developmental stage ,Mean developmental stage ,Bembicium nanum,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Bembicium nanum,8,8,1.95,3.007,1.98,0.775,1.080742166,0.325775728,1.080742166,0.325775728,0.395521813,0.685220353,1.476263979,neg,ant
17,Davis A R et al,2013,Fig 2b,"Davis A R et al, 2013",115a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,pH,OA,y,development,herbivore,herbivore,Mean developmental stage ,Mean developmental stage ,Dolabrifera brazieri,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Dolabrifera brazieri,6,6,2.91,2.328,0.735,0.622,-0.223143551,0.022530266,-0.049030939,0.00428923,0.052404685,-0.101435624,0.003373746,NA,NA
17,Davis A R et al,2013,Fig 2b,"Davis A R et al, 2013",116a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,temp,OW,y,development,herbivore,herbivore,Mean developmental stage ,Mean developmental stage ,Dolabrifera brazieri,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Dolabrifera brazieri,6,6,2.91,3.736,0.735,0.412,0.249862439,0.012659437,0.389945012,0.006104544,0.062518286,0.327426726,0.452463298,NA,NA
17,Davis A R et al,2013,Fig 2b,"Davis A R et al, 2013",117a,-34.35,150.53,34.35,Temperate,Sub-tropical,Australia,3,short,Davis A R,pH+temp,interaction,y,development,herbivore,herbivore,Mean developmental stage ,Mean developmental stage ,Dolabrifera brazieri,Mollusca,Gastropoda,sea slug (hare),embryo,Davis A R_2013_Dolabrifera brazieri,6,6,2.91,4,0.735,0,0.291422392,0.024557152,0.291422392,0.024557152,0.125391889,0.166030503,0.416814281,pos,syn
18,Errera R M  et al,2014,Fig 1,"Errera R M   et al, 2014",118a,26.12,-97.16,26.12,Temperate,Sub-tropical,USA,730,long,Errera R M ,pCO2 ,OA,n,growth,primary producer,primary producer,Growth rate,Growth rate,Karenia brevis,Myzozoa,Dinophyceae,microalgae,,"Errera,R M  _2014_Karenia brevis",3,6,0.288,0.425,0.007,0.009,0.389128689,0.00027166,0.373303595,0.000229081,0.01211086,0.361192735,0.385414455,NA,NA
18,Errera R M  et al,2014,Fig 1,"Errera R M   et al, 2014",119a,26.12,-97.16,26.12,Temperate,Sub-tropical,USA,730,long,Errera R M ,temp,OW,n,growth,primary producer,primary producer,Growth rate,Growth rate,Karenia brevis,Myzozoa,Dinophyceae,microalgae,,"Errera,R M  _2014_Karenia brevis",3,3,0.288,0.207,0.007,0.009,-0.330241687,0.00082704,-0.352875319,0.000220038,0.016785887,-0.369661206,-0.336089432,NA,NA
18,Errera R M  et al,2014,Fig 1,"Errera R M   et al, 2014",120a,26.12,-97.16,26.12,Temperate,Sub-tropical,USA,730,long,Errera R M ,pCO2+temp,interaction,n,growth,primary producer,primary producer,Growth rate,Growth rate,Karenia brevis,Myzozoa,Dinophyceae,microalgae,,"Errera,R M  _2014_Karenia brevis",3,6,0.288,0.294,0.007,0.009,-0.038267715,0.001057965,-0.038267715,0.001057965,0.02602652,-0.064294235,-0.012241195,pos,ant
19,Fitzer S C et al,2015,Fig 3_2,"Fitzer S C et al, 2015",121a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2 ,OA,y,calcification,herbivore,herbivore,Fracture toughness ,aragonite growth ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2015_Mytilus edulis,3,3,2.448,1.892,0.972,0.48,-0.257636894,0.074006431,-0.088446118,0.095236261,0.349217993,-0.437664111,0.260771875,NA,NA
19,Fitzer S C et al,2015,Fig 3_2,"Fitzer S C et al, 2015",122a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,temp,OW,y,calcification,herbivore,herbivore,Fracture toughness ,aragonite growth ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2015_Mytilus edulis,3,3,2.448,3.766,0.972,2.448,0.430742066,0.193396743,0.555261357,0.074385922,0.308631905,0.246629452,0.863893262,NA,NA
19,Fitzer S C et al,2015,Fig 3_2,"Fitzer S C et al, 2015",123a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2+temp,interaction,y,calcification,herbivore,herbivore,Fracture toughness ,aragonite growth ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2015_Mytilus edulis,3,3,2.448,3.796,0.972,1.789,0.265571345,0.288887965,0.265571345,0.288887965,0.60821926,-0.342647915,0.873790605,pos,add
19,Fitzer S C et al,2015,Fig 3_2,"Fitzer S C et al, 2015",124a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2 ,OA,y,calcification,herbivore,herbivore,Fracture toughness ,newest calcite growth ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2015_Mytilus edulis,3,3,3.103,4.947,2.468,2.84,0.466411947,0.320723467,0.005401769,0.055992166,0.267768249,-0.26236648,0.273170018,NA,NA
19,Fitzer S C et al,2015,Fig 3_2,"Fitzer S C et al, 2015",125a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,temp,OW,y,calcification,herbivore,herbivore,Fracture toughness ,newest calcite growth ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2015_Mytilus edulis,3,3,3.103,7.236,2.468,1.916,0.846699182,0.234236237,0.454669265,0.08087527,0.321812801,0.132856464,0.776482066,NA,NA
19,Fitzer S C et al,2015,Fig 3_2,"Fitzer S C et al, 2015",126a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2+temp,interaction,y,calcification,herbivore,herbivore,Fracture toughness ,newest calcite growth ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2015_Mytilus edulis,3,3,3.103,5.448,2.468,0.466,-0.750231945,0.346533017,-0.750231945,0.346533017,0.666143438,-1.416375383,-0.084088507,pos,ant
20,Fitzer S C et al,2014,Fig 4b,"Fitzer S C et al, 2014",127a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2 ,OA,y,calcification,herbivore,herbivore,Calcite growth,Calcite growth,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2014_Mytilus edulis,4,4,0.283,2.271,0.168,0.499,2.082528644,0.100171974,0.695664632,0.025254063,0.155736964,0.539927668,0.851401596,NA,NA
20,Fitzer S C et al,2014,Fig 4b,"Fitzer S C et al, 2014",128a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,temp,OW,y,calcification,herbivore,herbivore,Calcite growth,Calcite growth,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2014_Mytilus edulis,4,4,0.283,1.899,0.168,0.561,1.903635813,0.10992003,0.449383322,0.020306295,0.139650155,0.309733167,0.589033477,NA,NA
20,Fitzer S C et al,2014,Fig 4b,"Fitzer S C et al, 2014",129a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2+temp,interaction,y,calcification,herbivore,herbivore,Calcite growth,Calcite growth,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2014_Mytilus edulis,4,4,0.283,2.104,0.168,0.553,-1.980015781,0.139260275,-1.980015781,0.139260275,0.365712412,-2.345728193,-1.614303369,pos,ant
20,Fitzer S C et al,2014,Fig 4c,"Fitzer S C et al, 2014",130a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2 ,OA,y,calcification,herbivore,herbivore,Aragonite growth,Aragonite growth,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2014_Mytilus edulis,4,4,2.689,0.362,1.439,0.371,-2.005280444,0.334180022,-0.878385849,0.081722955,0.280154825,-1.158540674,-0.598231024,NA,NA
20,Fitzer S C et al,2014,Fig 4c,"Fitzer S C et al, 2014",131a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,temp,OW,y,calcification,herbivore,herbivore,Aragonite growth,Aragonite growth,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2014_Mytilus edulis,4,4,2.689,1.362,1.439,0.565,-0.68021517,0.114615771,-0.128533834,0.083446519,0.283093689,-0.411627523,0.154559855,NA,NA
20,Fitzer S C et al,2014,Fig 4c,"Fitzer S C et al, 2014",132a,56.27,-4.91,56.27,Temperate,Temperate,UK,180,long,Fitzer S C,pCO2+temp,interaction,y,calcification,herbivore,herbivore,Aragonite growth,Aragonite growth,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Fitzer S C_2014_Mytilus edulis,4,4,2.689,1.321,1.439,0.613,1.974715262,0.431035074,1.974715262,0.431035074,0.643401962,1.3313133,2.618117224,neg,ant
21,Kamya P Z et al,2014,Fig 3,"Kamya P Z et al, 2014",133a,-16.55,145.46,16.55,Tropic,Tropical,Australia,10,short,Kamya P Z,pH,OA,y,reproduction,meso-predator,predator,Percentage of normal Acanthaster planci larvae ,normal larva percentage,Acanthaster planc,Echinodermata,Asteroidea,star fish,larvae,Kamya P Z_2014_Acanthaster planc,5,5,80.682,66.236,1.702,2.692,-0.19729138,0.000419365,-0.005099939,0.000209036,0.012673064,-0.017773003,0.007573125,NA,NA
21,Kamya P Z et al,2014,Fig 3,"Kamya P Z et al, 2014",134a,-16.55,145.46,16.55,Tropic,Tropical,Australia,10,short,Kamya P Z,temp,OW,y,reproduction,meso-predator,predator,Percentage of normal Acanthaster planci larvae ,normal larva percentage,Acanthaster planc,Echinodermata,Asteroidea,star fish,larvae,Kamya P Z_2014_Acanthaster planc,5,5,80.682,71.865,1.702,2.905,-0.115726143,0.000415805,0.068915728,0.000207382,0.012622826,0.056292902,0.081538554,NA,NA
21,Kamya P Z et al,2014,Fig 3,"Kamya P Z et al, 2014",135a,-16.55,145.46,16.55,Tropic,Tropical,Australia,10,short,Kamya P Z,pH+temp,interaction,y,reproduction,meso-predator,predator,Percentage of normal Acanthaster planci larvae ,normal larva percentage,Acanthaster planc,Echinodermata,Asteroidea,star fish,larvae,Kamya P Z_2014_Acanthaster planc,5,5,80.682,85.535,1.702,2.368,0.37142767,0.000899456,0.37142767,0.000899456,0.026288211,0.345139459,0.397715881,neg,ant
21,Kamya P Z et al,2014,Fig 4,"Kamya P Z et al, 2014",136a,-16.55,145.46,16.55,Tropic,Tropical,Australia,10,short,Kamya P Z,pH,OA,y,growth,meso-predator,predator,larval length,larval length,Acanthaster planc,Echinodermata,Asteroidea,star fish,larvae,Kamya P Z_2014_Acanthaster planc,5,5,0.458,0.453,0.031,0.016,-0.010977059,0.00116577,0.049190244,0.00054174,0.020401708,0.028788536,0.069591952,NA,NA
21,Kamya P Z et al,2014,Fig 4,"Kamya P Z et al, 2014",137a,-16.55,145.46,16.55,Tropic,Tropical,Australia,10,short,Kamya P Z,temp,OW,y,growth,meso-predator,predator,larval length,larval length,Acanthaster planc,Echinodermata,Asteroidea,star fish,larvae,Kamya P Z_2014_Acanthaster planc,5,5,0.458,0.375,0.031,0.018,-0.199943158,0.001377068,-0.133688218,0.000521237,0.020011917,-0.153700135,-0.113676301,NA,NA
21,Kamya P Z et al,2014,Fig 4,"Kamya P Z et al, 2014",138a,-16.55,145.46,16.55,Tropic,Tropical,Australia,10,short,Kamya P Z,pH+temp,interaction,y,growth,meso-predator,predator,larval length,larval length,Acanthaster planc,Echinodermata,Asteroidea,star fish,larvae,Kamya P Z_2014_Acanthaster planc,5,5,0.458,0.422,0.031,0.02,0.129056347,0.002075796,0.129056347,0.002075796,0.039935893,0.089120454,0.16899224,neg,ant
22,Ko G W K et al,2014,Fig 1a,"Ko G W K et al, 2014",139a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,pH,OA,y,growth,herbivore,herbivore,larval growth rates ,larval growth rates ,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,2.797,2.105,0.278,0.15,-0.284231947,0.003739161,-0.443455181,0.014215482,0.116844122,-0.560299303,-0.326611059,NA,NA
22,Ko G W K et al,2014,Fig 1a,"Ko G W K et al, 2014",140a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,temp,OW,y,growth,herbivore,herbivore,larval growth rates ,larval growth rates ,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,2.797,4.057,0.278,0.774,0.37189637,0.011569085,0.258968996,0.009704958,0.09654347,0.162425526,0.355512466,NA,NA
22,Ko G W K et al,2014,Fig 1a,"Ko G W K et al, 2014",141a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,pH+temp,interaction,y,growth,herbivore,herbivore,larval growth rates ,larval growth rates ,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,2.797,2.294,0.278,0.894,-0.285914818,0.050807461,-0.285914818,0.050807461,0.220897002,-0.50681182,-0.065017816,pos,ant
22,Ko G W K et al,2014,Fig 2a,"Ko G W K et al, 2014",142a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,pH,OA,y,development,herbivore,herbivore,metamorphosis  percentage,metamorphosis  percentage,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,27.872,19.602,6.084,7.214,-0.351990999,0.045772286,-0.835565143,0.021362249,0.143235135,-0.978800278,-0.692330008,NA,NA
22,Ko G W K et al,2014,Fig 2a,"Ko G W K et al, 2014",143a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,temp,OW,y,development,herbivore,herbivore,metamorphosis  percentage,metamorphosis  percentage,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,27.872,49.376,6.084,13.994,0.571841876,0.031993236,0.287244896,0.022111569,0.145725601,0.141519295,0.432970497,NA,NA
22,Ko G W K et al,2014,Fig 2a,"Ko G W K et al, 2014",144a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,pH+temp,interaction,y,development,herbivore,herbivore,metamorphosis  percentage,metamorphosis  percentage,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,27.872,13.895,6.084,0.23,-0.915944414,0.06592209,-0.915944414,0.06592209,0.251617915,-1.167562329,-0.664326499,pos,ant
22,Ko G W K et al,2014,Fig 4c,"Ko G W K et al, 2014",145a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,pH,OA,y,growth,herbivore,herbivore,right valve growth of Crassostrea gigas larvae ,Growth rate,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,1.905,9.445,0.976,1.396,1.601003492,0.07108347,1.187036295,0.028893673,0.166581762,1.020454533,1.353618057,NA,NA
22,Ko G W K et al,2014,Fig 4c,"Ko G W K et al, 2014",146a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,temp,OW,y,growth,herbivore,herbivore,right valve growth of Crassostrea gigas larvae ,Growth rate,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,4,1.905,1.239,0.976,0.09,-0.430177406,0.066941148,-1.688233234,0.006281613,0.077671495,-1.765904729,-1.610561739,NA,NA
22,Ko G W K et al,2014,Fig 4c,"Ko G W K et al, 2014",147a,36.04,120.22,36.04,Temperate,Temperate,China,10,short,Ko G W K,pH+temp,interaction,y,growth,herbivore,herbivore,right valve growth of Crassostrea gigas larvae ,Growth rate,Crassostrea gigas,Mollusca,Bivalvia,oyster,larvae,Ko G W K_2014_Crassostrea gigas,4,2,1.905,0.859,0.976,0.041,-1.967294452,0.073541657,-1.967294452,0.073541657,0.375844136,-2.343138588,-1.591450316,pos,ant
23,Mackenzie C L et al,2014,Tab 2,"Mackenzie C L et al, 2014",148a,52.23,-4.08,52.23,Temperate,Temperate,UK,180,long,Mackenzie C L,pH,OA,y,calcification,herbivore,herbivore,shell thickness ,shell thickness ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Mackenzie C L_2014_Mytilus edulis,18,18,1.4,1.35,0.255,0.212,-0.036367644,0.003213147,-0.018349139,0.001640389,0.018710838,-0.037059977,0.000361699,NA,NA
23,Mackenzie C L et al,2014,Tab 2,"Mackenzie C L et al, 2014",149a,52.23,-4.08,52.23,Temperate,Temperate,UK,180,long,Mackenzie C L,temp,OW,y,calcification,herbivore,herbivore,shell thickness ,shell thickness ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Mackenzie C L_2014_Mytilus edulis,18,18,1.4,1.35,0.255,0.255,-0.036367644,0.00382528,-0.018349139,0.001645904,0.018742265,-0.037091404,0.000393126,NA,NA
23,Mackenzie C L et al,2014,Tab 2,"Mackenzie C L et al, 2014",150a,52.23,-4.08,52.23,Temperate,Temperate,UK,180,long,Mackenzie C L,pH+temp,interaction,y,calcification,herbivore,herbivore,shell thickness ,shell thickness ,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Mackenzie C L_2014_Mytilus edulis,18,18,1.4,1.35,0.255,0.212,0.036367644,0.00656535,0.036367644,0.00656535,0.037432494,-0.00106485,0.073800138,neg,add
23,Mackenzie C L et al,2014,Tab 2,"Mackenzie C L et al, 2014",151a,52.23,-4.08,52.23,Temperate,Temperate,UK,180,long,Mackenzie C L,pH,OA,y,growth,herbivore,herbivore,Shell dry weight,Shell dry weight,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Mackenzie C L_2014_Mytilus edulis,18,18,3.18,3.07,0.72,0.636,-0.035203635,0.005232311,0.001624696,0.002409222,0.022675571,-0.021050875,0.024300267,NA,NA
23,Mackenzie C L et al,2014,Tab 2,"Mackenzie C L et al, 2014",152a,52.23,-4.08,52.23,Temperate,Temperate,UK,180,long,Mackenzie C L,temp,OW,y,growth,herbivore,herbivore,Shell dry weight,Shell dry weight,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Mackenzie C L_2014_Mytilus edulis,18,18,3.18,2.97,0.72,0.509,-0.068319244,0.004479726,-0.030871664,0.002401966,0.022641398,-0.053513062,-0.008230266,NA,NA
23,Mackenzie C L et al,2014,Tab 2,"Mackenzie C L et al, 2014",153a,52.23,-4.08,52.23,Temperate,Temperate,UK,180,long,Mackenzie C L,pH+temp,interaction,y,growth,herbivore,herbivore,Shell dry weight,Shell dry weight,Mytilus edulis,Mollusca,Bivalvia,mussel,adult,Mackenzie C L_2014_Mytilus edulis,18,18,3.18,3.09,0.72,0.679,0.074812773,0.009546612,0.074812773,0.009546612,0.045138223,0.02967455,0.119950996,neg,ant
24,Olabarria C et al,2013,Fig 4d,"Olabarria C et al, 2013",154a,42.13,-8.46,42.13,Temperate,Temperate,Spain,17,short,Olabarria C,pCO2,OA,n,metabolism,primary producer,primary producer,respiration ,respiration ,"Cystoseira tamariscifolia,",Ochrophyta,Phaeophyceae,microalgae,,"Olabarria C_2013_Cystoseira tamariscifolia,",16,16,0.497,0.627,0.164,0.308,0.232356515,0.021886984,0.022293917,0.007443945,0.042276367,-0.01998245,0.064570284,NA,NA
24,Olabarria C et al,2013,Fig 4d,"Olabarria C et al, 2013",155a,42.13,-8.46,42.13,Temperate,Temperate,Spain,17,short,Olabarria C,temp,OW,n,metabolism,primary producer,primary producer,respiration ,respiration ,"Cystoseira tamariscifolia,",Ochrophyta,Phaeophyceae,microalgae,,"Olabarria C_2013_Cystoseira tamariscifolia,",16,16,0.497,0.745,0.164,0.128,0.404794192,0.008650382,-0.210970111,0.008241505,0.04448354,-0.255453651,-0.166486571,NA,NA
24,Olabarria C et al,2013,Fig 4d,"Olabarria C et al, 2013",156a,42.13,-8.46,42.13,Temperate,Temperate,Spain,17,short,Olabarria C,pCO2+temp,interaction,n,metabolism,primary producer,primary producer,respiration ,respiration ,"Cystoseira tamariscifolia,",Ochrophyta,Phaeophyceae,microalgae,,"Olabarria C_2013_Cystoseira tamariscifolia,",16,16,0.497,0.643,0.164,0.228,-0.379596009,0.03159023,-0.379596009,0.03159023,0.087090839,-0.466686848,-0.29250517,pos,ant
24,Olabarria C et al,2013,Fig 4d,"Olabarria C et al, 2013",157a,42.13,-8.46,42.13,Temperate,Temperate,Spain,17,short,Olabarria C,pCO2,OA,n,metabolism,primary producer,primary producer,respiration ,respiration ,Sargassum muticum,Ochrophyta,Phaeophyceae,microalgae,,Olabarria C_2013_Sargassum muticum,16,16,0.6,0.55,0.264,0.404,-0.087011377,0.045822314,0.118307502,0.028410418,0.082591412,0.03571609,0.200898914,NA,NA
24,Olabarria C et al,2013,Fig 4d,"Olabarria C et al, 2013",158a,42.13,-8.46,42.13,Temperate,Temperate,Spain,17,short,Olabarria C,temp,OW,n,metabolism,primary producer,primary producer,respiration ,respiration ,Sargassum muticum,Ochrophyta,Phaeophyceae,microalgae,,Olabarria C_2013_Sargassum muticum,16,16,0.6,0.459,0.264,0.368,-0.267879445,0.052274482,0.043543085,0.029476068,0.084126119,-0.040583034,0.127669204,NA,NA
24,Olabarria C et al,2013,Fig 4d,"Olabarria C et al, 2013",159a,42.13,-8.46,42.13,Temperate,Temperate,Spain,17,short,Olabarria C,pCO2+temp,interaction,n,metabolism,primary producer,primary producer,respiration ,respiration ,Sargassum muticum,Ochrophyta,Phaeophyceae,microalgae,,Olabarria C_2013_Sargassum muticum,16,16,0.6,0.642,0.264,0.472,0.422549471,0.119779465,0.422549471,0.119779465,0.169584933,0.252964538,0.592134404,neg,ant
25,Poore AGB et al,2013,Fig 1a,"Poore AGB et al, 2013",160a,-30.18,153.8,30.18,Temperate,Sub-tropical,Australia,14,short,Poore AGB,pH,OA,n,survival,herbivore,herbivore,survivors,survivors,Peramphithoe parmerong,Arthropoda,Malacostraca,amphipod,adult,Poore AGB_2013_Peramphithoe parmerong,5,7,14.201,10.771,4.32,4.61,-0.276455047,0.044677285,-0.270335118,0.04692612,0.160477583,-0.430812701,-0.109857535,NA,NA
25,Poore AGB et al,2013,Fig 1a,"Poore AGB et al, 2013",161a,-30.18,153.8,30.18,Temperate,Sub-tropical,Australia,14,short,Poore AGB,temp,OW,n,survival,herbivore,herbivore,survivors,survivors,Peramphithoe parmerong,Arthropoda,Malacostraca,amphipod,adult,Poore AGB_2013_Peramphithoe parmerong,5,7,14.201,4.277,4.32,5.27,-1.200060555,0.235400584,-1.188686321,0.11070573,0.246485912,-1.435172233,-0.942200409,NA,NA
25,Poore AGB et al,2013,Fig 1a,"Poore AGB et al, 2013",162a,-30.18,153.8,30.18,Temperate,Sub-tropical,Australia,14,short,Poore AGB,pH+temp,interaction,n,survival,herbivore,herbivore,survivors,survivors,Peramphithoe parmerong,Arthropoda,Malacostraca,amphipod,adult,Poore AGB_2013_Peramphithoe parmerong,5,7,14.201,3.33,4.32,3.56,0.026175522,0.424842531,0.026175522,0.424842531,0.482859794,-0.456684272,0.509035316,neg,add
25,Poore AGB et al,2013,Fig 1b,"Poore AGB et al, 2013",163a,-30.18,153.8,30.18,Temperate,Sub-tropical,Australia,14,short,Poore AGB,pH,OA,n,growth,herbivore,herbivore,final size,size,Peramphithoe parmerong,Arthropoda,Malacostraca,amphipod,adult,Poore AGB_2013_Peramphithoe parmerong,2,2,4.654,4.775,0.175,0.266,0.025666909,0.002258582,-0.052352106,0.003331308,0.079992352,-0.132344458,0.027640246,NA,NA
25,Poore AGB et al,2013,Fig 1b,"Poore AGB et al, 2013",164a,-30.18,153.8,30.18,Temperate,Sub-tropical,Australia,14,short,Poore AGB,temp,OW,n,growth,herbivore,herbivore,final size,size,Peramphithoe parmerong,Arthropoda,Malacostraca,amphipod,adult,Poore AGB_2013_Peramphithoe parmerong,2,2,4.654,4.149,0.175,0.382,-0.114859724,0.004945435,-0.19893995,0.003761186,0.084996977,-0.283936927,-0.113942973,NA,NA
25,Poore AGB et al,2013,Fig 1b,"Poore AGB et al, 2013",165a,-30.18,153.8,30.18,Temperate,Sub-tropical,Australia,14,short,Poore AGB,pH+temp,interaction,n,growth,herbivore,herbivore,final size,size,Peramphithoe parmerong,Arthropoda,Malacostraca,amphipod,adult,Poore AGB_2013_Peramphithoe parmerong,2,2,4.654,3.579,0.175,0.485,-0.173450819,0.015678907,-0.173450819,0.015678907,0.173539749,-0.346990568,8.89E-05,neg,add
26,Rivest E B & Hofmann,2014,Fig 2b,"Rivest E B & Hofmann, 2014",166a,-17.48,-149.79,17.48,Tropic,Tropical,French Polynesia,11,short,Rivest E B & Hofmann,pCO2,OA,y,metabolism,herbivore,herbivore,Oxygen consumption ,Oxygen consumption ,Pocillopora damicornis,Cnidaria,Anthozoa,coral,adult,Rivest E B_2014_Pocillopora damicornis,6,6,6.579,6.729,0.838,0.71,0.022543786,0.004559579,0.001468249,0.005398301,0.058790749,-0.0573225,0.060258998,NA,NA
